"가전·전자·통신기기","가전·전자",계,1270885,1341623,1484111,1277087,1310230,1325605,1669475,1499455,1453529,1266366,1267335,1232524,1214743,1308875,1519706,1285169,1210941,1312935,1531226,1526793,1478632,1350383,1274263,1256465,1324875,1344107,1605455,1298370,1159055,1310784,1472232,1407474,1424129,1144661,1137489,1112200,1187655,1273520,1343715,1218060,1080810,1245593,1392860,1331774,1342253,1202620,1247552,1270414,1253022,1307380,1478880,1259780,1138945,1197748,1597457,1304531,1367817,1192345,1233850,1157483,1270735,1287143,1332687,1137037,1015316,1167355,1086327,1253409,1249831,1044636,1075161,1010114,877048
"가전·전자·통신기기","가전·전자",인터넷쇼핑,279326,305427,321970,261714,299042,261268,348110,339038,334414,302481,296764,302883,280795,326412,392391,325555,309093,337503,423991,447351,455790,415249,375709,372105,406584,398917,485015,389860,369024,417750,458800,448825,455734,382835,389188,382382,389303,437755,453894,395594,341739,426569,473197,461275,480048,455484,487140,441867,439078,515133,493590,427617,393101,424462,563672,464384,471309,434482,467334,410099,448884,465897,481670,403030,360056,417554,414149,474303,493268,434469,430905,405949,334252
"가전·전자·통신기기","가전·전자",모바일쇼핑,991558,1036196,1162141,1015373,1011188,1064336,1321364,1160417,1119114,963885,970571,929640,933948,982464,1127315,959613,901848,975432,1107235,1079442,1022842,935134,898554,884359,918291,945190,1120440,908511,790031,893034,1013433,958649,968395,761827,748301,729819,798352,835765,889820,822466,739071,819023,919663,870499,862205,747136,760412,828547,813944,792247,985290,832163,745845,773285,1033785,840147,896508,757862,766516,747384,821851,821246,851017,734007,655260,749801,672178,779106,756563,610167,644256,604164,542796
"가전·전자·통신기기","통신기기",계,546183,554534,598024,635152,790070,543937,539314,365088,452297,451181,455699,788494,506440,458826,490244,586312,740214,436454,544361,381261,394901,402204,442037,514144,670603,475079,581184,926182,378377,585347,383425,350048,411300,384888,462987,658331,495910,474506,518664,856061,538874,545868,381259,352010,374278,351856,414162,531707,394096,452015,520991,764591,432004,467366,317089,331006,326226,331092,431228,336604,476860,429511,492104,398053,296418,368658,233408,205912,266407,202114,223373,240637,185982
"가전·전자·통신기기","통신기기",인터넷쇼핑,137361,136995,170033,183681,236142,106723,134726,83123,104638,101187,103379,207376,108613,115138,131672,179895,191388,106495,151188,98835,105951,108347,106840,117716,179608,112903,150979,279348,91972,168013,95556,90548,103347,97944,113760,170134,118528,134333,133474,258272,117394,160934,93805,87496,99277,100826,116383,157296,100628,121948,151667,233580,121684,151974,94417,99101,104285,112457,145456,102765,161170,145513,181801,144388,102631,130685,88714,79077,95064,73371,87615,89045,66670
"가전·전자·통신기기","통신기기",모바일쇼핑,408822,417539,427991,451471,553928,437214,404588,281965,347659,349994,352320,581118,397827,343688,358572,406417,548826,329959,393173,282426,288950,293857,335197,396428,490995,362176,430205,646834,286405,417334,287869,259500,307953,286944,349227,488197,377382,340173,385190,597789,421480,384934,287454,264514,275001,251030,297779,374411,293468,330067,369324,531011,310320,315392,222672,231905,221941,218635,285772,233839,315690,283998,310303,253665,193787,237973,144694,126835,171343,128743,135758,151592,119312
"서적","소계",계,238481,244853,195964,168863,222031,220587,230226,169074,194690,201728,285878,229645,231381,240593,207676,208202,208084,214587,231397,176945,201828,195299,275034,212377,234255,234317,197480,168699,190452,208832,213636,172455,193747,187188,264568,219863,216561,219264,198808,171879,202178,219179,211863,177803,199924,210169,288618,228826,241890,258394,206931,183503,207070,218647,222672,180939,188235,191687,269670,220264,259470,256385,186634,172641,222966,206849,192838,170991,170804,204465,260453,186751,167000
"서적","소계",인터넷쇼핑,91496,96419,84481,64395,94423,87188,93929,66014,84959,84691,121499,99275,86313,108282,104344,90838,96715,100533,113681,84139,104569,93363,130960,100215,102823,107630,100247,82886,94246,103339,104443,86894,103954,93559,132321,112442,100050,110666,106473,88226,101357,113427,109244,91335,108211,107657,145116,114110,114031,133369,115785,95322,103560,114727,111844,93793,100641,101344,144243,119527,133659,137150,102210,93412,118997,111455,106713,94184,94421,107916,140036,99913,86899
"서적","소계",모바일쇼핑,146984,148433,111483,104468,127608,133399,136297,103060,109731,117037,164378,130370,145067,132310,103333,117364,111369,114054,117716,92806,97259,101936,144073,112162,131432,126687,97233,85813,96206,105493,109193,85561,89793,93629,132247,107421,116511,108598,92335,83653,100821,105752,102619,86468,91712,102511,143502,114715,127859,125025,91145,88181,103509,103920,110827,87146,87594,90343,125426,100736,125811,119235,84424,79229,103969,95394,86125,76807,76383,96549,120418,86838,80101
"사무·문구","소계",계,185249,241418,204084,168439,185261,156289,163149,150437,157304,183378,199162,183298,161333,223229,195436,174593,151720,152951,153333,142236,160482,172078,188515,162813,176200,215426,194679,159838,143307,144267,137009,140871,148552,161326,180658,162268,151494,210089,175450,154340,139082,137944,129398,129338,130811,145213,150709,138402,140741,193861,150559,137595,117905,113421,110047,113739,116189,130299,139339,119851,131436,172918,128597,115409,108577,96104,102546,99815,99885,101037,110252,107398,95234
"사무·문구","소계",인터넷쇼핑,60418,83699,68704,57963,66196,50244,53341,51199,52777,67615,72036,64106,51037,83266,75577,66603,55985,58241,58987,53772,59323,66197,70785,59296,66405,82709,78778,64646,57550,58119,55175,56450,56714,63537,71483,59367,54775,81703,70509,60869,52405,51526,48821,49445,47206,56128,55828,49244,53015,78030,64673,56823,48154,47181,46240,49442,49104,56309,59592,48524,52933,71186,57251,51390,48104,42054,46632,46931,44689,44459,47164,47168,43541
"사무·문구","소계",모바일쇼핑,124831,157719,135380,110476,119065,106045,109808,99238,104527,115762,127125,119192,110297,139963,119859,107990,95734,94709,94346,88464,101160,105882,117730,103517,109795,132717,115901,95192,85758,86148,81834,84421,91838,97789,109175,102901,96720,128385,104942,93471,86677,86417,80577,79893,83605,89084,94881,89158,87726,115831,85887,80771,69751,66240,63807,64297,67085,73990,79747,71327,78502,101731,71347,64019,60473,54050,55914,52884,55196,56577,63087,60230,51694
"의복","소계",계,1776363,2261088,2621099,2206091,1752980,1387379,1760899,1941807,1909474,1941371,1908204,1584801,1627301,2376404,2567961,2191388,1558814,1438772,1735045,1864588,1922674,2019860,1972367,1660666,1623276,2068162,2443089,2163838,1606402,1398210,1639509,1733416,1915142,1807688,1955829,1491451,1485952,2053313,2087792,2012768,1611461,1320197,1520069,1639398,1748502,1768628,1671285,1250015,1393530,1895889,1996617,1829699,1365211,1077244,1298145,1416603,1404875,1438327,1494215,1032236,1124884,1532437,1772274,1632239,1181607,934468,1100533,1293204,1289693,1159378,1160673,986168,1055242
"의복","소계",인터넷쇼핑,492520,707983,725762,551667,475924,321224,411783,506607,472407,495628,467979,444773,385341,595044,703323,555504,386054,388427,421120,475184,456770,473267,456964,455596,386061,505054,622701,516694,443080,351828,387038,453946,452574,447451,466353,364030,330315,506958,517977,477303,353887,296679,326926,378385,401602,406268,373144,275368,306188,468695,499606,448603,332776,267773,334011,364538,356514,389865,381946,257536,304546,466430,552723,479629,360967,286795,343047,396757,392840,365979,347668,301806,320897
"의복","소계",모바일쇼핑,1283843,1553105,1895337,1654424,1277056,1066155,1349115,1435200,1437067,1445743,1440224,1140028,1241960,1781360,1864637,1635884,1172760,1050345,1313926,1389404,1465904,1546593,1515403,1205070,1237215,1563108,1820388,1647144,1163322,1046382,1252471,1279470,1462568,1360236,1489476,1127422,1155636,1546355,1569815,1535465,1257574,1023518,1193144,1261014,1346900,1362360,1298140,974648,1087342,1427194,1497011,1381096,1032435,809471,964134,1052065,1048361,1048461,1112270,774700,820338,1066008,1219551,1152610,820640,647673,757485,896447,896853,793399,813004,684362,734345
"신발","소계",계,260299,303442,371115,299771,283227,254452,309651,344359,345984,340388,317136,279097,233350,346216,398147,313545,277155,276535,320247,318533,365272,341489,330052,305994,255168,331595,381191,362366,276470,270805,333004,337147,374791,344515,371195,308003,278985,374567,377096,328694,297514,295945,306407,338527,369202,340067,327221,254386,263344,341852,340226,301715,254781,235759,273041,322636,317546,284306,314281,224225,206175,271389,312872,260178,218111,198913,244370,278675,271157,235172,227319,189891,182390
"신발","소계",인터넷쇼핑,71224,74339,103443,75543,73041,64493,76432,76849,99506,94816,77341,89592,58633,76453,115604,78887,77015,92814,83221,79503,113579,100392,94641,111027,71654,79828,107912,119826,79212,85011,105666,97485,115630,113488,115379,111576,96225,106666,122551,87001,85440,105474,83854,96552,124136,100280,98582,74423,85092,103716,109030,84947,75751,84567,88639,115114,106967,92165,97134,70186,64255,83488,109037,79053,71103,61406,82793,91971,83799,84107,70872,59053,54230
"신발","소계",모바일쇼핑,189075,229103,267671,224228,210185,189959,233219,267510,246478,245572,239795,189505,174717,269763,282543,234658,200140,183721,237026,239030,251693,241097,235411,194967,183514,251767,273278,242540,197258,185794,227338,239662,259162,231026,255816,196427,182760,267902,254545,241693,212074,190471,222553,241975,245066,239787,228639,179964,178252,238136,231196,216769,179030,151193,184402,207522,210579,192141,217147,154038,141920,187901,203835,181125,147008,137508,161577,186704,187358,151065,156447,130839,128160
"가방","소계",계,203239,202502,195850,192029,199999,192077,195713,191359,198570,208720,224756,219939,202059,225817,210631,214659,215317,212678,228464,211910,240904,238750,262387,249404,242726,240898,229046,232269,243256,254141,252173,238692,262579,258111,280848,253367,242710,222771,235748,220030,232017,237097,220643,228128,232795,227229,243024,227861,228580,231770,226202,226365,206281,192678,190635,181809,192802,193441,203069,173834,155942,158409,166712,164310,158551,161919,169311,157391,153351,135553,148699,168500,173301
"가방","소계",인터넷쇼핑,64199,65408,61425,60345,63658,58200,61026,62325,64560,69754,74589,69883,60235,71722,63396,66566,63554,63291,71719,64921,75526,76031,81975,79014,77333,74962,74247,68626,74218,76006,76123,78745,81029,80988,92947,80947,71641,61074,65056,54956,55597,56593,52279,59609,59039,56447,57806,52920,53407,57408,54094,56886,51795,50221,52386,49554,51301,52194,55776,46304,41189,45691,49657,44855,44973,45372,49197,42383,44929,43952,44298,47170,49427
"가방","소계",모바일쇼핑,139039,137094,134425,131684,136341,133878,134687,129034,134010,138966,150167,150057,141824,154095,147234,148093,151763,149387,156745,146990,165378,162719,180412,170391,165392,165936,154798,163643,169038,178135,176050,159947,181550,177123,187902,172420,171069,161697,170692,165074,176420,180504,168364,168519,173755,170782,185217,174941,175174,174362,172108,169479,154486,142457,138249,132256,141501,141248,147292,127529,114752,112718,117055,119455,113579,116548,120113,115008,108422,91601,104401,121330,123875
"패션용품 및 액세서리","소계",계,448392,422359,373597,415659,380959,336055,376803,351221,357396,343903,353922,355649,325788,414848,349352,331233,311787,316104,363059,337355,360262,346340,343525,292492,322404,392863,342913,302387,295736,324621,335902,317978,342980,318319,330225,293703,316390,414493,324073,293429,292988,307539,318959,315649,323253,297406,301229,292998,317812,373651,304898,286796,260561,261076,281122,268901,283261,268753,266732,222517,241517,285067,237435,213669,207302,220971,246560,234539,228931,202474,222295,215694,228618
"패션용품 및 액세서리","소계",인터넷쇼핑,89805,87045,74744,74198,78793,65295,72966,69373,76105,75973,72486,72374,62548,87563,74450,73158,66368,68137,78195,72164,80855,79163,76399,66154,71131,85440,78529,69302,75183,76778,80231,78994,82485,79394,83593,70850,74953,91150,76868,73840,61600,65989,63178,64340,67640,62245,61137,59381,67246,83741,69922,68668,59593,61175,67930,64848,67050,65080,65928,53788,58365,71753,63378,54693,55034,57366,68463,64361,64231,57173,60425,58294,60205
"패션용품 및 액세서리","소계",모바일쇼핑,358587,335314,298853,341461,302166,270760,303837,281847,281291,267930,281436,283275,263240,327285,274902,258075,245418,247968,284864,265190,279406,267177,267126,226338,251273,307424,264384,233085,220553,247842,255671,238984,260495,238925,246633,222853,241436,323343,247205,219589,231388,241550,255782,251309,255613,235161,240092,233617,250566,289910,234976,218128,200968,199902,213192,204053,216211,203673,200804,168729,183152,213314,174057,158977,152268,163605,178097,170177,164699,145300,161870,157400,168413
"스포츠·레저용품","소계",계,392707,459939,521917,516244,499900,450257,501785,473093,509866,514878,454159,353460,359320,445726,537072,546988,455989,438028,473485,505925,556029,537085,475554,366555,386952,445729,566722,580788,483716,474082,489198,519645,559310,509092,491591,370032,362732,504217,552234,594858,522806,496034,524621,515473,584236,548143,477696,367342,392092,504776,541270,584014,504565,464797,512539,493076,503709,509969,449411,325108,358295,468063,532682,544942,443762,404842,489664,473507,475128,425931,355634,280908,274151
"스포츠·레저용품","소계",인터넷쇼핑,109325,134233,146446,139251,142807,113271,128174,125147,139790,146054,137477,106566,106881,140095,158319,148115,118301,114728,132376,135405,149007,145875,124456,99884,109513,132417,166528,165712,135550,130238,134959,147203,152446,144601,142309,107604,103586,148145,164837,167426,136262,129702,135158,137258,158580,146358,129675,102563,113382,153219,160537,165433,138450,131717,150412,144128,143349,152182,137008,97819,112062,154353,179696,175550,141973,126290,163855,157255,157202,148167,121914,98994,96056
"스포츠·레저용품","소계",모바일쇼핑,283382,325706,375471,376993,357093,336987,373611,347946,370076,368824,316682,246893,252439,305631,378753,398873,337688,323300,341109,370520,407022,391210,351098,266671,277439,313312,400194,415076,348166,343844,354239,372442,406864,364491,349282,262428,259146,356073,387397,427432,386544,366332,389463,378215,425657,401785,348021,264779,278711,351557,380733,418581,366115,333080,362127,348949,360360,357786,312403,227289,246233,313710,352986,369391,301788,278553,325810,316252,317926,277764,233720,181914,178095
"화장품","소계",계,1277778,1233143,1200398,1118475,1147859,1143545,1094506,1150015,1146343,1158095,1183877,1117704,1154433,1217496,1147692,1064858,1049941,1045886,1020404,1052587,1117090,1077629,1109154,1001941,1121293,1057364,1095027,1060209,1005660,997859,954107,969113,1037157,982948,983642,894052,941917,930109,919090,905143,897013,882205,855691,941103,981610,914043,1002663,908626,926667,1019900,1119776,1029706,1061988,974706,1052667,1096774,1199025,1096267,1111699,966912,1147751,1148286,1182673,1081927,1127110,1135896,1070731,1031949,962443,982493,1005016,1065530,1146509
"화장품","소계",인터넷쇼핑,228946,228136,215229,206904,208358,196194,178625,254942,227707,251759,260375,242570,226323,258306,250072,205326,203042,194787,204422,202251,228271,232568,221495,183784,249908,196893,253188,258918,229689,238598,238316,239349,263103,255442,227060,195407,187114,210926,213720,238800,232194,212737,217278,270083,265303,272809,310786,256221,255987,306741,486791,461829,464003,389978,494430,537069,627130,546303,565467,471420,613312,589316,672859,616397,662349,709524,639734,603221,544433,613725,549437,431677,478871
"화장품","소계",모바일쇼핑,1048832,1005007,985169,911571,939502,947351,915881,895073,918636,906336,923503,875134,928110,959190,897620,859531,846899,851099,815982,850336,888820,845061,887659,818157,871385,860470,841839,801291,775971,759262,715791,729763,774054,727506,756582,698644,754803,719183,705370,666343,664819,669468,638413,671020,716306,641235,691877,652404,670680,713159,632985,567877,597985,584729,558236,559705,571895,549965,546232,495492,534439,558970,509814,465530,464762,426372,430998,428728,418010,368768,455580,633853,667638
"아동·유아용품","소계",계,443717,547838,470836,451329,454448,428016,447293,422005,471579,490762,469368,421543,405489,530546,459396,441835,399849,402554,407036,410015,470402,481755,470578,409157,409335,525247,465758,452961,408474,410168,415760,417011,480882,470032,471514,402035,406097,543411,449916,427120,402005,413402,408449,404665,454589,469053,442063,389246,392839,544895,420119,407279,379942,374984,399376,379458,425263,428652,417464,366290,397306,519588,397184,388526,383837,366351,370888,364106,394902,390843,399680,384914,327048
"아동·유아용품","소계",인터넷쇼핑,67992,100515,86487,80825,87215,62872,66273,70069,81614,102703,96647,77146,60358,104235,91357,87186,74236,75488,73073,71827,83522,96658,90604,65671,68072,106500,93288,88574,81359,77147,75084,80633,87439,101064,98833,71367,69509,108600,90972,82669,68709,68743,63197,66297,74908,85998,74069,60981,69713,110133,83407,78388,67934,68068,73392,71013,78558,85608,81193,70929,76331,112654,92322,82228,81214,72768,79504,75891,82169,86909,80931,78227,66459
"아동·유아용품","소계",모바일쇼핑,375725,447323,384348,370504,367233,365144,381019,351936,389966,388059,372721,344397,345131,426310,368039,354649,325613,327066,333964,338188,386880,385097,379974,343487,341263,418747,372469,364387,327115,333022,340675,336378,393444,368968,372681,330668,336588,434810,358944,344451,333297,344659,345252,338368,379681,383055,367994,328266,323126,434761,336712,328891,312007,306917,325984,308446,346705,343044,336271,295361,320975,406934,304863,306298,302623,293583,291385,288216,312732,303934,318749,306687,260589
"음·식료품","소계",계,3489799,3264079,3221784,3053727,3636364,3226176,3239633,3038100,3115675,3067566,3100170,2840076,3238828,2964102,2952051,2936978,3072971,3053820,2881266,2739458,2943263,2817965,2833608,2630204,2979708,2594487,2622946,2508706,2778976,2663304,2511568,2438723,2537864,2372133,2461943,2152851,2583573,2310508,2283751,2159610,2252254,2512599,2152629,2098525,2192917,2132255,2278847,1964165,2323255,2062019,1934971,1901883,2080059,1982391,1903206,1788855,1873785,1823237,1840361,1741479,1981958,1879418,1655339,1554795,1895413,1553827,1496279,1357491,1405946,1434034,1548428,1419357,1355630
"음·식료품","소계",인터넷쇼핑,668283,623793,610267,583401,775539,539754,550720,583617,621265,615821,643127,590808,667143,642196,672975,659468,702510,700048,652086,616568,669988,639366,647314,597077,740169,622843,643283,618571,716039,655649,621435,616276,646110,612736,639833,542580,698147,624911,601190,560689,524875,612065,503729,501526,525944,512501,527640,432862,594975,502045,478960,482799,526388,503976,479811,455613,464656,456317,457032,440637,495902,477547,435169,397875,513649,384112,392174,362597,355963,373593,389152,370239,374501
"음·식료품","소계",모바일쇼핑,2821516,2640285,2611517,2470326,2860825,2686422,2688913,2454483,2494410,2451745,2457043,2249267,2571686,2321906,2279076,2277510,2370461,2353772,2229180,2122890,2273275,2178599,2186294,2033127,2239539,1971645,1979663,1890135,2062937,2007655,1890134,1822448,1891753,1759398,1822110,1610270,1885426,1685596,1682561,1598920,1727379,1900534,1648900,1596998,1666973,1619753,1751207,1531303,1728280,1559974,1456011,1419084,1553671,1478414,1423395,1333242,1409129,1366920,1383329,1300842,1486056,1401871,1220170,1156920,1381764,1169716,1104106,994894,1049983,1060441,1159276,1049118,981130
"농축수산물","소계",계,1404263,1274627,1192516,1145455,1525785,1168171,1157252,1115010,1158787,1139617,1168036,1077153,1493825,1133128,1050956,1042360,1233882,1075848,991165,987199,1058646,1009331,1052688,1106557,1216608,1016181,940129,891747,1194276,940750,852837,829502,842547,792087,822804,736757,1084405,833845,764376,735877,834066,892953,715896,707182,735748,741042,819564,665832,1033083,777554,658584,651166,848002,706447,650408,612349,644274,629164,646141,702649,806650,737017,560558,533924,782980,530773,493493,449916,443880,500913,554202,481068,492472
"농축수산물","소계",인터넷쇼핑,293048,269058,252271,244098,358021,224164,222996,235156,252886,252321,265624,243050,338261,260122,249702,245213,301014,259296,231715,241876,258767,244894,254059,256770,307698,244257,239771,230086,315390,236687,216427,211415,211888,204677,216022,183405,286965,225357,204945,187868,193060,228230,172612,173729,185270,181503,194883,126714,261257,173067,148841,152114,222442,159061,146884,139790,141927,140637,149084,179807,194477,188939,149928,133262,230277,143637,149236,127419,109372,122577,134303,141197,167765
"농축수산물","소계",모바일쇼핑,1111215,1005570,940245,901357,1167763,944007,934256,879854,905901,887296,902412,834102,1155564,873006,801254,797146,932868,816552,759450,745323,799878,764437,798628,849788,908910,771924,700358,661661,878887,704062,636410,618088,630659,587409,606782,553352,797440,608488,559431,548009,641006,664723,543284,533453,550478,559539,624681,539118,771826,604487,509742,499052,625561,547387,503524,472559,502347,488527,497057,522842,612173,548078,410631,400662,552702,387136,344258,322496,334508,378336,419899,339871,324708
"생활용품","소계",계,1665616,1719132,1722777,1645462,1752929,1694671,1777092,1706127,1681148,1643192,1683927,1533997,1509119,1633188,1643780,1635095,1542992,1637880,1676106,1596608,1638830,1563256,1615842,1450833,1548147,1557543,1597452,1526699,1420515,1504368,1494673,1464123,1495348,1370973,1454800,1282871,1337417,1450150,1421610,1359010,1328001,1456385,1382460,1368945,1380382,1338222,1459725,1333169,1351648,1444972,1336304,1326992,1278449,1290387,1313795,1255240,1269005,1223896,1274660,1118099,1258550,1344804,1180297,1142728,1204082,1256466,1191519,1144988,1137418,1055996,1236729,1133923,924081
"생활용품","소계",인터넷쇼핑,355891,386858,383344,348816,398762,320151,345157,355621,364273,374636,384168,349030,301194,379257,395528,380207,334152,367136,380855,355217,369403,361090,368170,318312,366750,360673,398668,361609,332875,355272,348409,353908,359276,343523,373468,306101,315650,377567,376006,346987,290023,321522,302454,308798,330176,315631,333853,294805,332363,362958,353966,340251,312739,321971,333481,326374,326245,320261,335114,290631,321382,371859,329747,310590,332078,325816,331810,333066,327283,316505,343598,315128,262702
"생활용품","소계",모바일쇼핑,1309725,1332274,1339433,1296646,1354167,1374520,1431935,1350506,1316875,1268556,1299759,1184966,1207924,1253930,1248252,1254889,1208840,1270744,1295252,1241390,1269427,1202166,1247672,1132521,1181396,1196871,1198784,1165090,1087640,1149096,1146264,1110215,1136072,1027450,1081332,976770,1021766,1072582,1045604,1012023,1037978,1134863,1080006,1060147,1050206,1022591,1125872,1038365,1019285,1082015,982339,986740,965710,968416,980315,928866,942760,903636,939547,827468,937168,972945,850550,832138,872005,930650,859709,811922,810135,739491,893130,818795,661379
"자동차 및 자동차용품","소계",계,463178,698965,740268,557744,973051,784364,732467,761996,693030,411200,525120,450463,274557,419860,547790,402147,411812,505428,472805,698214,594057,399027,709023,331228,328302,422287,589065,442608,602984,358522,314368,542320,334244,299961,388501,260079,251521,303624,376998,255561,536563,450284,286048,461125,387862,282352,429300,240079,250325,286386,380749,224602,357732,308862,184325,533645,407472,193664,358890,161497,144194,193706,214287,156100,194519,186481,169968,268300,141621,129962,196688,153960,119312
"자동차 및 자동차용품","소계",인터넷쇼핑,287255,508252,550432,375481,778494,595743,538799,586695,521479,235302,345736,280987,131167,264712,351944,213973,231006,326841,290742,514025,400187,217735,526877,171237,159725,243297,392780,279595,447144,195914,153262,377796,168460,141530,233978,118845,109543,156647,215519,113940,401337,338255,138095,314555,237544,147045,299900,126594,123132,131942,230004,108271,264858,228381,100515,446434,319303,108441,284379,95979,68962,104771,122181,86151,122303,121090,93627,197464,71543,67820,140500,104608,69172
